Index,Word,Kana,Meaning,Part of Speech,Example JP,Example EN,Jisho Link
5703,忠実,ちゅうじつ,"faithfulness, devotion",Adjectival Noun,犬は飼い主に忠実です。,Dogs are faithful to their owner.,http://jisho.org/search/%E5%BF%A0%E5%AE%9F
5704,忠告,ちゅうこく,"advice, admonishment",Verbal Noun,先生からの忠告を聞くべきだよ。,You should follow the teacher's advice.,http://jisho.org/search/%E5%BF%A0%E5%91%8A
5705,はだし,はだし,"barefoot, bare feet",Noun,砂浜をはだしでかけ回ったんだ。,He ran around on the beach barefoot.,http://jisho.org/search/%E3%81%AF%E3%81%A0%E3%81%97
5706,恵まれる,めぐまれる,"be blessed, be privileged",Verb,当日は天気に恵まれました。,We were blessed with good weather that day.,http://jisho.org/search/%E6%81%B5%E3%81%BE%E3%82%8C%E3%82%8B
5707,道徳,どうとく,"morality, morals",Noun,子供には道徳をきちんと教えていきたいと思います。,I'd like to properly teach my kids about morality.,http://jisho.org/search/%E9%81%93%E5%BE%B3
5708,直径,ちょっけい,diameter,Noun,この円は直径6センチです。,This circle has a diameter of 6cm.,http://jisho.org/search/%E7%9B%B4%E5%BE%84
5709,半径,はんけい,radius,Noun,この円の半径は5センチです。,The radius of this circle is five centimeters.,http://jisho.org/search/%E5%8D%8A%E5%BE%84
5710,丼,どんぶり,bowl,Noun,彼はご飯を丼で食べたよ。,He ate rice in a big bowl.,http://jisho.org/search/%E4%B8%BC
5711,バツ,バツ,"cross, x-mark",Noun,バツが三つあるので85点です。,Because there are three mistakes you get 85 points.,http://jisho.org/search/%E3%83%90%E3%83%84
5712,豆,まめ,"bean, peas",Noun,今、豆を煮ています。,I'm boiling some beans now.,http://jisho.org/search/%E8%B1%86
5713,粒,つぶ,"grain, drop",Noun,その子は大粒の涙を浮かべていたの。,The child's eyes were brimming with big tears.,http://jisho.org/search/%E7%B2%92
5714,麦,むぎ,wheat,Noun,この畑では麦を作っています。,We're growing wheat in this field.,http://jisho.org/search/%E9%BA%A6
5715,田畑,たはた,fields and rice paddies,Noun,この村には田畑がたくさんあります。,There are a lot of fields in this village.,http://jisho.org/search/%E7%94%B0%E7%95%91
5716,灯油,とうゆ,"kerosene, lamp oil",Noun,ストーブの灯油がなくなったわよ。,The kerosene for the stove has run out.,http://jisho.org/search/%E7%81%AF%E6%B2%B9
5717,はねる,はねる,"run over, hit",Verb,彼は車にはねられたけど無事だったの。,He was hit by a car but he was fine.,http://jisho.org/search/%E3%81%AF%E3%81%AD%E3%82%8B
5718,電灯,でんとう,"lamp, electric light",Noun,午後5時には電灯がつきます。,The light will be turned on at 5:00 pm.,http://jisho.org/search/%E9%9B%BB%E7%81%AF
5719,炎,ほのお,"flame, blaze",Noun,ろうそくの炎が部屋を照らしたんだ。,The candle's flame lit the room.,http://jisho.org/search/%E7%82%8E
5720,皮肉,ひにく,"cynicism, irony",Adjectival Noun,彼は皮肉ばかり言います。,He always says sarcastic things.,http://jisho.org/search/%E7%9A%AE%E8%82%89
5721,皮膚,ひふ,skin,Noun,冬は皮膚が乾燥しますね。,My skin dries out in winter.,http://jisho.org/search/%E7%9A%AE%E8%86%9A
5722,臭い,におい,"smell, odor",Noun,ここはいやな臭いがする。,There's an unpleasant smell here.,http://jisho.org/search/%E8%87%AD%E3%81%84
5723,生臭い,なまぐさい,smelling of fish,Adjective,まな板が生臭いです。,The chopping board smells fishy.,http://jisho.org/search/%E7%94%9F%E8%87%AD%E3%81%84
5724,はれる,はれる,"swell, swell up",Verb,今朝は目がはれています。,My eyes are swollen this morning.,http://jisho.org/search/%E3%81%AF%E3%82%8C%E3%82%8B
5725,臭う,におう,stink (unpleasant),Verb,流しが臭うのできれいにしたよ。,I cleaned the sink because it smelled.,http://jisho.org/search/%E8%87%AD%E3%81%86
5726,面倒臭い,めんどうくさい,"troublesome, tiresome",Adjective,この計算は面倒臭いなあ。,This calculation is troublesome.,http://jisho.org/search/%E9%9D%A2%E5%80%92%E8%87%AD%E3%81%84
5727,匂う,におう,smell (pleasant),Verb,バラの花が甘く匂っているね。,Rose flowers smell sweet.,http://jisho.org/search/%E5%8C%82%E3%81%86
5728,同居,どうきょ,living together,Verbal Noun,私はまだ両親と同居しています。,I still live with my parents.,http://jisho.org/search/%E5%90%8C%E5%B1%85
5729,掘る,ほる,"dig, unearth",Verb,ここに穴を掘りましょう。,Let's dig a hole here.,http://jisho.org/search/%E6%8E%98%E3%82%8B
5730,ひく,ひく,run over,Verb,車にひかれないよう気をつけなさい。,Make sure you don't get run over by a car.,http://jisho.org/search/%E3%81%B2%E3%81%8F
5731,塀,へい,"fence, wall",Noun,猫が塀の上で寝ているぞ。,The cat is sleeping on top of the wall.,http://jisho.org/search/%E5%A1%80
5732,大層,たいそう,"very, highly",Adverb,彼は大層喜んでいました。,He was extremely pleased.,http://jisho.org/search/%E5%A4%A7%E5%B1%A4
5733,履歴,りれき,"history, personal history",Noun,最近使ったファイルは、履歴からすぐ開けます。,You can easily open recently used files from the history folder.,http://jisho.org/search/%E5%B1%A5%E6%AD%B4
5734,履歴書,りれきしょ,"resume, bio",Noun,面接のために履歴書を書きました。,I wrote out my resume for the interview.,http://jisho.org/search/%E5%B1%A5%E6%AD%B4%E6%9B%B8
5735,履物,はきもの,footwear,Noun,履物は靴箱に入れてください。,Please put your footwear in the shoe cupboard,http://jisho.org/search/%E5%B1%A5%E7%89%A9
5736,ヒント,ヒント,"hint, clue",Noun,何かヒントをください。,Please give me a hint.,http://jisho.org/search/%E3%83%92%E3%83%B3%E3%83%88
5737,戸棚,とだな,"closet, cupboard",Noun,この皿を戸棚にしまってください。,Please put away this plate in the cupboard.,http://jisho.org/search/%E6%88%B8%E6%A3%9A
5738,扉,とびら,door,Noun,彼は扉を開けたんだ。,He opened the door.,http://jisho.org/search/%E6%89%89
5739,羽根,はね,feather,Noun,このペンは鳥の羽根で作られています。,This pen is made from a bird's feather.,http://jisho.org/search/%E7%BE%BD%E6%A0%B9
5740,翌日,よくじつ,the following day,Noun,翌日、彼に会いに行きました。,I went to see him the next day.,http://jisho.org/search/%E7%BF%8C%E6%97%A5
5741,翌朝,よくあさ,the following morning,Noun,翌朝は快晴だったね。,The weather was fine the next morning.,http://jisho.org/search/%E7%BF%8C%E6%9C%9D
5742,翌年,よくねん,the following year,Noun,彼女は大学卒業の翌年に結婚したの。,She married the year after graduating from university.,http://jisho.org/search/%E7%BF%8C%E5%B9%B4
5743,ファックス,ファックス,"facsimile, fax",Noun,詳細はファックスで送ります。,I'll send the details by fax.,http://jisho.org/search/%E3%83%95%E3%82%A1%E3%83%83%E3%82%AF%E3%82%B9
5744,群れ,むれ,"crowd, herd",Noun,湖に鳥の群れがいたよ。,There was a flock of birds on the lake.,http://jisho.org/search/%E7%BE%A4%E3%82%8C
5745,殴る,なぐる,"hit, strike",Verb,彼は思わず友人を殴ったの。,He hit his friend without thinking.,http://jisho.org/search/%E6%AE%B4%E3%82%8B
5746,要旨,ようし,"gist, overview",Noun,会議の要旨は次の通りです。,The summary of the conference is as follows.,http://jisho.org/search/%E8%A6%81%E6%97%A8
5747,肌,はだ,"skin, surface",Noun,彼女は肌がとても白いですね。,Her skin is very white.,http://jisho.org/search/%E8%82%8C
5748,肌着,はだぎ,underwear,Noun,寒いので暖かい肌着を着ました。,I was cold so I put on some warm underwear.,http://jisho.org/search/%E8%82%8C%E7%9D%80
5749,ふもと,ふもと,foot of the mountain,Noun,彼は山のふもとに住んでいるよ。,He lives at the foot of a mountain.,http://jisho.org/search/%E3%81%B5%E3%82%82%E3%81%A8
5750,肌色,はだいろ,flesh color,Noun,彼女は肌色のシャツを着ています。,She's wearing a skin-colored shirt.,http://jisho.org/search/%E8%82%8C%E8%89%B2
5751,腸,ちょう,"intestines, entrails",Noun,彼は腸の手術を受けたの。,He had an operation on his intestines.,http://jisho.org/search/%E8%85%B8
5752,大胆,だいたん,"boldness, daring",Adjectival Noun,彼女はずいぶん大胆なことを言うね。,She says fairly bold things.,http://jisho.org/search/%E5%A4%A7%E8%83%86
5753,幕,まく,curtain,Noun,ステージの幕が上がったんだ。,The stage curtain rose.,http://jisho.org/search/%E5%B9%95
5754,夕暮れ,ゆうぐれ,"evening, twilight",Noun,夕暮れの空がきれいですね。,The twilight sky is beautiful.,http://jisho.org/search/%E5%A4%95%E6%9A%AE%E3%82%8C
5755,フルーツ,フルーツ,fruit,Noun,おいしそうなフルーツゼリーだね。,"That fruit jelly looks delicious, doesn't it?",http://jisho.org/search/%E3%83%95%E3%83%AB%E3%83%BC%E3%83%84
5756,墓,はか,"grave, gravestone",Noun,祖父の墓は近くにあります。,My grandfather's grave is nearby.,http://jisho.org/search/%E5%A2%93
5757,墓地,ぼち,"graveyard, cemetery",Noun,寺のとなりに墓地があります。,There's a graveyard next to the temple.,http://jisho.org/search/%E5%A2%93%E5%9C%B0
5758,墓参り,はかまいり,visit to a grave,Verbal Noun,明日は家族で墓参りに行きます。,I'm going to visit the grave with my family tomorrow.,http://jisho.org/search/%E5%A2%93%E5%8F%82%E3%82%8A
5759,芽,め,"bud, sprout",Noun,チューリップの芽が出ました。,The tulip buds emerged.,http://jisho.org/search/%E8%8A%BD
5760,葬式,そうしき,funeral ceremony,Noun,彼の葬式は明日です。,His funeral is tomorrow.,http://jisho.org/search/%E8%91%AC%E5%BC%8F
5761,へそ,へそ,"the navel, the bellybutton",Noun,カエルにはへそがないんだ。,Frogs have no belly button.,http://jisho.org/search/%E3%81%B8%E3%81%9D
5762,礼儀,れいぎ,"good manners, courtesy",Noun,彼女は礼儀が身に付いています。,She's accomplished in etiquette.,http://jisho.org/search/%E7%A4%BC%E5%84%80
5763,憎む,にくむ,"hate, detest",Verb,彼はもう彼女を憎んではいないよ。,He no longer hates her.,http://jisho.org/search/%E6%86%8E%E3%82%80
5764,憎しみ,にくしみ,"hatred, enmity",Noun,彼の心は憎しみに満ちていたんだ。,His heart was filled with hatred.,http://jisho.org/search/%E6%86%8E%E3%81%97%E3%81%BF
5765,憎らしい,にくらしい,"hateful, horrible",Adjective,妹は時々憎らしいことを言うんだ。,My little sister sometimes says hateful things.,http://jisho.org/search/%E6%86%8E%E3%82%89%E3%81%97%E3%81%84
5766,憎い,にくい,"hateful, abominable",Adjective,彼が憎いですか。,Do you hate him?,http://jisho.org/search/%E6%86%8E%E3%81%84
5767,仏,ほとけ,"buddha, Buddhist image",Noun,仏の教えを勉強しました。,I studied the teachings of Buddha.,http://jisho.org/search/%E4%BB%8F
5768,べたべた,べたべた,stick together,Adjective,カップルがべたべたしているね。,That couple are inseparable.,http://jisho.org/search/%E3%81%B9%E3%81%9F%E3%81%B9%E3%81%9F
5769,仏教,ぶっきょう,Buddhism,Noun,お葬式は仏教で行うことが多いです。,Funerals are often conducted according to Buddhist rites.,http://jisho.org/search/%E4%BB%8F%E6%95%99
5770,坊さん,ぼうさん,Buddhist priest,Noun,私の友人はお坊さんをしているの。,My friend works as a priest.,http://jisho.org/search/%E5%9D%8A%E3%81%95%E3%82%93
5771,竹,たけ,bamboo,Noun,この笛は竹でできている。,This flute is made of bamboo.,http://jisho.org/search/%E7%AB%B9
5772,筆者,ひっしゃ,writer,Noun,筆者の趣旨を考えてください。,Please consider the author's point.,http://jisho.org/search/%E7%AD%86%E8%80%85
5773,筆記試験,ひっきしけん,written examination,Noun,その会社の筆記試験は難しかったよ。,That company's written examination was difficult.,http://jisho.org/search/%E7%AD%86%E8%A8%98%E8%A9%A6%E9%A8%93
5774,ほうき,ほうき,broom,Noun,ほうきで庭を掃除しました。,I swept the yard with a broom.,http://jisho.org/search/%E3%81%BB%E3%81%86%E3%81%8D
5775,筆記用具,ひっきようぐ,"writing materials, pens and pencils",Noun,今日は筆記用具を忘れました。,I forgot my writing materials today.,http://jisho.org/search/%E7%AD%86%E8%A8%98%E7%94%A8%E5%85%B7
5776,筆,ふで,"writing brush, penmanship",Noun,彼は筆で手紙を書いたの。,He wrote the letter with a brush.,http://jisho.org/search/%E7%AD%86
5777,笛,ふえ,"flute, whistle",Noun,彼は笛を吹くのが上手いね。,He's good at playing the flute.,http://jisho.org/search/%E7%AC%9B
5778,名簿,めいぼ,"registry, name list",Noun,これが参加者の名簿です。,This is a list of the participants.,http://jisho.org/search/%E5%90%8D%E7%B0%BF
5779,分裂,ぶんれつ,"division, split",Verbal Noun,会社が二つの派閥に分裂しているんだ。,The company has been divided into two factions.,http://jisho.org/search/%E5%88%86%E8%A3%82
5780,ポスター,ポスター,poster,Noun,電柱にポスターが貼ってあった。,There was a poster pasted to the telegraph pole.,http://jisho.org/search/%E3%83%9D%E3%82%B9%E3%82%BF%E3%83%BC
5781,布,ぬの,cloth,Noun,この布はカーテンに使えます。,This cloth can be used for curtains.,http://jisho.org/search/%E5%B8%83
5782,包丁,ほうちょう,"kitchen knife, carving knife",Noun,包丁で指を切った。,I cut my finger with a kitchen knife.,http://jisho.org/search/%E5%8C%85%E4%B8%81
5783,包帯,ほうたい,"bandage, dressing",Verbal Noun,彼女は手に包帯を巻いていたんだ。,Her hand was wrapped in a bandage.,http://jisho.org/search/%E5%8C%85%E5%B8%AF
5784,包み,つつみ,"package, parcel",Noun,この包みは誰のですか。,Whose parcel is this?,http://jisho.org/search/%E5%8C%85%E3%81%BF
5785,包み紙,つつみがみ,wrapping paper,Noun,包み紙はたたんでください。,Please fold the wrapping paper.,http://jisho.org/search/%E5%8C%85%E3%81%BF%E7%B4%99
5786,抱く,だく,"hug, embrace",Verb,祖母がうちの猫を抱いているわよ。,Grandma's holding our cat.,http://jisho.org/search/%E6%8A%B1%E3%81%8F
5787,ほどく,ほどく,"undo, unfasten",Verb,靴のひもをほどいたの。,I unlaced my shoes.,http://jisho.org/search/%E3%81%BB%E3%81%A9%E3%81%8F
5788,文句,もんく,complaint,Noun,彼女はいつも文句ばかり言う。,She always does nothing but complain.,http://jisho.org/search/%E6%96%87%E5%8F%A5
5789,中旬,ちゅうじゅん,middle ten days of a month,Noun,来月中旬にフランスへ行きます。,I'll go to France in the middle of next month.,http://jisho.org/search/%E4%B8%AD%E6%97%AC
5790,平凡,へいぼん,"common, ordinary",Adjectival Noun,彼はごく平凡な人です。,He's a very ordinary person.,http://jisho.org/search/%E5%B9%B3%E5%87%A1
5791,通帳,つうちょう,"bankbook, passbook",Noun,銀行の通帳を持ってきてください。,Please bring your bank book.,http://jisho.org/search/%E9%80%9A%E5%B8%B3
5792,妊娠,にんしん,"pregnancy, conception",Verbal Noun,彼女が妊娠したそうです。,I hear that she's pregnant.,http://jisho.org/search/%E5%A6%8A%E5%A8%A0
5793,ほほ,ほほ,cheek,Noun,彼女は真っ赤なほほをしているね。,Her cheeks are flushed.,http://jisho.org/search/%E3%81%BB%E3%81%BB
5794,同姓,どうせい,same surname,Noun,日本では夫婦同姓が一般的よ。,It's common in Japan for a married couple to have the same family name.,http://jisho.org/search/%E5%90%8C%E5%A7%93
5795,嫁,よめ,"bride, daughter-in-law",Noun,姉が嫁に行ったの。,My big sister got married.,http://jisho.org/search/%E5%AB%81
5796,花嫁,はなよめ,bride,Noun,花嫁が父親と一緒に入ってきましたね。,The bride entered with her father.,http://jisho.org/search/%E8%8A%B1%E5%AB%81
